condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful
head lice,Sklice,2,5,99.7814,6.9342,6.9143,35,0.6286,9.9714
head lice,Spinosad,3,2,28.5201,7.4394,8.3333,6,0.8333,25.6667
head lice,Malathion,4,1,25.5516,7.6417,9.2,5,0.8,29.2
head lice,Natroba,5,3,24.3715,7.2888,8.0,5,0.8,30.2
headache,Acetaminophen / butalbital / caffeine,1,2,418.1576,8.6538,8.767,176,0.8693,23.3466
headache,Fioricet,2,3,312.9597,8.5783,8.7355,121,0.876,30.3884
headache,Acetaminophen / dichloralphenazone / isometheptene mucate,3,5,186.2874,8.4312,8.7097,62,0.871,8.3871
headache,Naproxen,4,13,93.2973,8.1029,8.6154,26,0.8846,29.7692
headache,Aspirin / butalbital / caffeine / codeine,5,1,91.7953,8.7403,9.6522,23,1.0,20.3913
headache,Acetaminophen / butalbital / caffeine / codeine,6,4,83.803,8.5427,9.4286,21,1.0,15.7143
headache,Ibuprofen,7,17,65.8062,7.5303,7.8889,18,0.7778,5.6667
headache,Fioricet with Codeine,8,6,63.7732,8.367,9.4667,15,1.0,19.0
headache,Aspirin / butalbital / caffeine,9,7,62.6441,8.2189,9.2,15,0.9333,14.7333
headache,Acetaminophen / butalbital,10,9,58.9892,8.1504,9.1429,14,0.9286,11.2857
headache,Fiorinal,11,8,56.115,8.1964,9.3077,13,0.9231,14.4615
headache,Esgic-Plus,12,12,52.3609,8.1212,9.25,12,0.9167,11.25
headache,Fiorinal with Codeine,13,11,49.0848,8.1265,9.3636,11,1.0,29.8182
headache,Esgic,14,10,42.2891,8.1385,9.6667,9,1.0,8.5556
headache,Acetaminophen / caffeine / isometheptene mucate,15,16,36.606,7.6955,8.75,8,1.0,5.5
heart attack,Clopidogrel,1,2,83.7064,7.7197,8.0833,24,0.8333,90.2083
heart attack,Plavix,2,1,75.1258,8.2551,9.0526,19,0.9474,111.4737
heart attack,Metoprolol,3,3,31.6113,6.6455,6.125,8,0.375,35.875
heart failure,Carvedilol,1,1,95.4587,8.5381,9.28,25,0.96,35.44
heart failure,Coreg,2,2,64.0555,8.404,9.5333,15,1.0,46.0
heart failure,Entresto,3,4,42.287,5.8427,4.8571,14,0.3571,33.7857
heart failure,Sacubitril / valsartan,4,5,42.287,5.8427,4.8571,14,0.3571,33.7857
heart failure,Furosemide,5,3,29.585,7.7172,9.1667,6,1.0,29.8333
helicobacter pylori infection,Bismuth subcitrate potassium / metronidazole / tetracycline,1,4,173.3899,6.2491,6.1429,84,0.5357,17.6786
helicobacter pylori infection,Pylera,2,5,167.4898,6.2033,6.0864,81,0.5309,18.3333
helicobacter pylori infection,Amoxicillin / clarithromycin / lansoprazole,3,2,158.1451,7.2453,7.2951,61,0.6885,16.459
helicobacter pylori infection,Prevpac,4,1,130.7374,7.5247,7.6667,45,0.7556,20.3778
helicobacter pylori infection,Clarithromycin,5,6,65.032,5.9975,5.5,24,0.4167,10.2917
helicobacter pylori infection,Metronidazole,6,3,48.1328,6.6504,6.3571,14,0.7143,9.6429
hemorrhoids,Pramoxine,1,2,97.5739,8.7273,9.56,25,0.96,14.0
hemorrhoids,Proctofoam,2,1,94.8509,8.7475,9.625,24,0.9583,14.5
hemorrhoids,Hydrocortisone / pramoxine,3,3,65.7962,7.8589,8.4706,17,0.8235,19.5294
hemorrhoids,Analpram-HC,4,4,42.408,7.5413,8.2,10,0.8,22.6
hemorrhoids,Hydrocortisone,5,5,31.2366,7.2584,7.7143,7,0.7143,26.4286
hemorrhoids,Lidocaine,6,6,29.8775,6.9426,6.8571,7,0.5714,8.1429
hepatitis c,Ledipasvir / sofosbuvir,1,2,578.9536,8.644,8.7169,272,0.8676,30.989
hepatitis c,Harvoni,2,1,574.1119,8.6675,8.7425,268,0.8694,31.4478
hepatitis c,Sofosbuvir / velpatasvir,3,7,178.015,7.8672,8.0312,64,0.7969,15.7656
hepatitis c,Epclusa,4,8,166.6804,7.8297,8.0,59,0.7966,16.0169
hepatitis c,Sofosbuvir,5,10,123.0978,7.4613,7.5952,42,0.7143,14.2143
hepatitis c,Sovaldi,6,9,117.7841,7.5472,7.7179,39,0.7179,15.2821
hepatitis c,Elbasvir / grazoprevir,7,3,100.6972,8.2727,8.8214,28,0.8571,15.0357
hepatitis c,Zepatier,8,4,100.6972,8.2727,8.8214,28,0.8571,15.0357
hepatitis c,Peginterferon alfa-2a,9,13,50.9165,7.035,7.0714,14,0.6429,9.0
hepatitis c,Daclatasvir,10,5,42.5365,8.1862,9.7778,9,1.0,6.6667
hepatitis c,Daklinza,11,6,42.5365,8.1862,9.7778,9,1.0,6.6667
hepatitis c,Telaprevir,12,11,38.5775,7.4242,8.0,9,0.7778,11.4444
hepatitis c,Pegasys,13,16,37.807,6.7231,6.4,10,0.6,12.2
hepatitis c,Dasabuvir / ombitasvir / paritaprevir / ritonavir,14,14,32.3248,6.7955,6.5,8,0.625,17.375
hepatitis c,Viekira Pak,15,15,32.3248,6.7955,6.5,8,0.625,17.375
herbal supplementation,Lecithin,1,1,30.011,7.8283,9.5,6,1.0,43.0
herpes simplex,Docosanol,1,4,338.098,6.0216,5.9674,215,0.5628,10.386
herpes simplex,Abreva,2,5,322.543,5.9535,5.8927,205,0.5512,10.878
herpes simplex,Acyclovir,3,1,182.8437,7.8963,8.0606,66,0.803,26.2273
herpes simplex,Lysine,4,2,52.281,7.6364,8.2308,13,0.7692,15.3846
herpes simplex,Zovirax,5,3,30.7835,7.1531,7.4286,7,0.7143,25.5714
herpes simplex suppression,Valacyclovir,1,3,238.9565,8.2466,8.4157,89,0.8315,38.0112
herpes simplex suppression,Valtrex,2,2,182.3196,8.4571,8.75,60,0.8667,53.95
herpes simplex suppression,Lysine,3,1,123.9393,8.8024,9.4412,34,0.9706,49.7941
herpes simplex suppression,Acyclovir,4,4,73.0709,8.0293,8.6842,19,0.8947,30.3684
herpes zoste,Valacyclovir,1,1,52.8288,7.7164,8.3846,13,0.7692,25.2308
herpes zoste,Acyclovir,2,2,32.5956,7.5742,8.5714,7,1.0,19.7143
herpes zoste,Valtrex,3,3,28.5201,7.4394,8.3333,6,0.8333,42.8333
herpes zoste,Famciclovir,4,4,24.3715,7.2888,8.0,5,0.8,19.2
hiccups,Chlorpromazine,1,1,57.0406,7.8811,8.6429,14,0.8571,18.0
hiccups,Thorazine,2,2,53.3765,7.7964,8.5385,13,0.8462,19.2308
high blood pressure,Lisinopril,1,79,428.8984,5.289,5.2308,351,0.4245,49.0912
high blood pressure,Losartan,2,77,318.5905,5.5772,5.5,220,0.4636,68.9773
high blood pressure,Nebivolol,3,46,270.7488,6.6881,6.6619,139,0.6187,43.9353
high blood pressure,Amlodipine,4,82,267.3599,4.7452,4.6204,216,0.3519,67.2361
high blood pressure,Bystolic,5,45,263.5299,6.6912,6.6642,134,0.6194,45.1642
high blood pressure,Metoprolol,6,64,242.3988,6.3327,6.2713,129,0.5736,50.4496
high blood pressure,Olmesartan,7,9,225.8206,7.4803,7.5426,94,0.7021,38.5638
high blood pressure,Benicar,8,8,202.0495,7.5534,7.6375,80,0.725,44.225
high blood pressure,Atenolol,9,37,184.9091,6.8485,6.8272,81,0.6667,37.4074
high blood pressure,Hydrochlorothiazide,10,75,168.7442,5.7273,5.5604,91,0.4286,51.3297
high blood pressure,Amlodipine / olmesartan,11,1,163.4624,8.3217,8.6226,53,0.8491,24.4151
high blood pressure,Azor,12,2,163.4624,8.3217,8.6226,53,0.8491,24.4151
high blood pressure,Valsartan,13,72,159.599,5.9664,5.8125,80,0.4625,48.3
high blood pressure,Diovan,14,59,124.6304,6.4361,6.3077,52,0.5192,65.3846
high blood pressure,Ramipril,15,34,117.7298,6.8912,6.8636,44,0.6136,41.0682
high cholesterol,Atorvastatin,1,28,166.5586,5.267,5.06,100,0.39,66.73
high cholesterol,Rosuvastatin,2,12,157.7517,6.3166,6.2055,73,0.4795,61.7397
high cholesterol,Crestor,3,9,151.7476,6.4799,6.3881,67,0.5075,66.4179
high cholesterol,Simvastatin,4,27,137.2436,5.2799,5.013,77,0.4026,41.6234
high cholesterol,Livalo,5,18,98.4114,6.0738,5.8049,41,0.5122,50.122
high cholesterol,Pitavastatin,6,19,98.4114,6.0738,5.8049,41,0.5122,50.122
high cholesterol,Lipitor,7,23,92.9086,5.7341,5.3659,41,0.439,105.6829
high cholesterol,Niacin,8,11,92.4335,6.4236,6.2286,35,0.5429,22.2571
high cholesterol,Ezetimibe,9,25,78.9438,5.6067,5.1176,34,0.4118,58.5882
high cholesterol,Evolocumab,10,21,77.8822,5.9281,5.5161,31,0.4839,29.129
high cholesterol,Zetia,11,22,72.0926,5.9227,5.4643,28,0.4643,68.8214
high cholesterol,Repatha,12,24,69.3538,5.6977,5.1429,28,0.4286,32.25
high cholesterol,Pravastatin,13,26,64.6625,5.4592,4.7778,27,0.2963,87.7037
high cholesterol,Niaspan,14,15,63.611,6.262,5.8636,22,0.5,21.8636
high cholesterol,Ezetimibe / simvastatin,15,1,56.7158,7.4411,7.8,15,0.7333,27.8667
high cholesterol familial heterozygous,Evolocumab,1,3,57.2804,7.5152,7.9333,15,0.6667,21.5333
high cholesterol familial heterozygous,Repatha,2,1,50.2117,7.7879,8.5833,12,0.8333,26.9167
high cholesterol familial heterozygous,Rosuvastatin,3,2,32.8221,7.6268,8.7143,7,0.8571,43.5714
high cholesterol familial heterozygous,Alirocumab,4,4,31.9161,7.4163,8.1429,7,0.8571,13.4286
high cholesterol familial heterozygous,Praluent,5,5,31.9161,7.4163,8.1429,7,0.8571,13.4286
high cholesterol familial heterozygous,Ezetimibe,6,8,31.01,7.2057,7.5714,7,0.7143,60.0
high cholesterol familial heterozygous,Zetia,7,6,28.3071,7.3838,8.1667,6,0.8333,68.5
high cholesterol familial heterozygous,Crestor,8,7,24.5682,7.3476,8.2,5,0.8,59.4
hirsutism,Eflornithine,1,2,155.0008,7.8909,8.0943,53,0.7925,46.0755
hirsutism,Vaniqa,2,1,152.6474,7.9986,8.2353,51,0.8235,47.7059
hirsutism,Spironolactone,3,3,66.0975,7.5636,7.9444,18,0.8333,60.1667
hiv infection,Efavirenz / emtricitabine / tenofovir,1,3,261.4248,8.8729,9.1209,91,0.956,15.6044
hiv infection,Atripla,2,4,254.2498,8.8491,9.1023,88,0.9545,16.0909
hiv infection,Cobicistat / elvitegravir / emtricitabine / tenofovir,3,1,234.8518,9.124,9.4605,76,0.9474,16.6184
hiv infection,Stribild,4,2,234.8518,9.124,9.4605,76,0.9474,16.6184
hiv infection,Abacavir / dolutegravir / lamivudine,5,6,198.594,8.2062,8.4143,70,0.8143,12.8714
hiv infection,Triumeq,6,5,197.41,8.2458,8.4638,69,0.8261,13.0435
hiv infection,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,7,13,157.323,7.7897,7.9636,55,0.8,9.5455
hiv infection,Genvoya,8,14,157.323,7.7897,7.9636,55,0.8,9.5455
hiv infection,Complera,9,7,148.4381,8.0149,8.2653,49,0.8571,13.8571
hiv infection,Emtricitabine / rilpivirine / tenofovir,10,8,148.4381,8.0149,8.2653,49,0.8571,13.8571
hiv infection,Raltegravir,11,12,53.6503,7.8364,8.6154,13,0.7692,4.7692
hiv infection,Dolutegravir,12,16,51.4595,7.5164,8.0,13,0.6923,3.1538
hiv infection,Isentress,13,11,51.0177,7.9129,8.8333,12,0.8333,5.1667
hiv infection,Tivicay,14,15,45.9335,7.6047,8.2727,11,0.7273,3.6364
hiv infection,Emtricitabine / tenofovir,15,9,44.7085,7.9504,9.1,10,0.9,9.8
hot flashes,Gabapentin,1,1,214.4579,8.5872,8.8493,73,0.9178,41.7534
hot flashes,Paroxetine,2,7,176.2305,7.1299,7.1528,72,0.7083,31.875
hot flashes,Venlafaxine,3,6,163.8938,7.4177,7.5,62,0.7581,66.1935
hot flashes,Brisdelle,4,9,81.526,6.6977,6.5714,28,0.6429,42.25
hot flashes,Fluoxetine,5,5,66.0975,7.5636,7.9444,18,0.8333,30.8889
hot flashes,Effexor XR,6,2,60.9503,7.9966,8.8,15,0.9333,107.4
hot flashes,Duloxetine,7,8,34.866,6.71,6.3333,9,0.6667,19.6667
hot flashes,Bazedoxifene / conjugated estrogens,8,3,25.7483,7.7005,9.4,5,1.0,18.0
hot flashes,Duavee,9,4,25.7483,7.7005,9.4,5,1.0,18.0
hot flashes,Citalopram,10,10,20.6344,6.1711,4.2,5,0.4,9.2
human papilloma virus,Imiquimod,1,2,264.133,7.2399,7.2645,121,0.7438,14.5041
human papilloma virus,Aldara,2,1,60.2598,7.5325,7.9375,16,0.8125,27.8125
human papillomavirus prophylaxis,Human papillomavirus vaccine,1,1,63.886,6.5124,6.2381,21,0.5238,9.1905
human papillomavirus prophylaxis,Gardasil,2,2,60.5597,6.4034,6.05,20,0.5,9.45
hyperhidrosis,Aluminum chloride hexahydrate,1,2,846.811,8.9211,8.9746,433,0.9076,9.0508
hyperhidrosis,Drysol,2,1,491.7045,8.9453,9.0574,209,0.9282,10.5311
hyperhidrosis,Hypercare,3,3,470.2409,8.7438,8.8473,203,0.8818,7.8522
hyperhidrosis,Oxybutynin,4,4,146.7726,8.0485,8.3125,48,0.8333,33.4375
hyperhidrosis,Xerac AC,5,5,41.2993,7.9481,9.2222,9,0.8889,7.3333
hyperphosphatemia of renal failure,Sevelamer,1,1,30.1843,6.3455,5.375,8,0.5,7.25
hyperphosphatemia of renal failure,Renvela,2,2,20.4377,6.1123,4.0,5,0.2,9.6
hyperprolactinemia,Cabergoline,1,1,108.9408,7.7372,8.0,34,0.7941,15.9706
hyperprolactinemia,Bromocriptine,2,4,49.974,6.2468,5.6875,16,0.5625,16.8125
hyperprolactinemia,Parlodel,3,3,38.5738,6.8595,6.7,10,0.7,23.1
hyperprolactinemia,Dostinex,4,2,36.3681,7.6455,8.625,8,0.875,22.375
hypersomnia,Armodafinil,1,4,79.5443,6.7156,6.5926,27,0.5926,12.2593
hypersomnia,Nuvigil,2,5,67.7938,6.6738,6.5,22,0.5909,14.5909
hypersomnia,Caffeine,3,1,52.3083,7.2273,7.4286,14,0.7857,13.5714
hypersomnia,Modafinil,4,2,41.9943,6.9526,6.9091,11,0.6364,10.1818
hypersomnia,NoDoz,5,3,35.6083,6.8528,6.6667,9,0.6667,15.1111
hypertriglyceridemia,Icosapent,1,1,74.8323,8.2229,9.0,19,0.8947,26.2632
hypertriglyceridemia,Vascepa,2,2,74.8323,8.2229,9.0,19,0.8947,26.2632
hypertriglyceridemia,Fenofibrate,3,5,64.7778,6.6033,6.381,21,0.5714,43.5238
hypertriglyceridemia,Fenofibric acid,4,6,35.5065,6.3141,5.5,10,0.6,21.0
hypertriglyceridemia,Omega-3 polyunsaturated fatty acids,5,3,31.9161,7.4163,8.1429,7,0.8571,50.1429
hypertriglyceridemia,Trilipix,6,7,28.995,6.0955,4.75,8,0.5,25.625
hypertriglyceridemia,TriCor,7,4,28.5185,6.6268,6.0,7,0.5714,77.5714
hypoestrogenism,Estradiol,1,1,47.2567,7.3295,7.6667,12,0.6667,29.75
hypogonadism male,Testosterone,1,4,627.7632,7.3667,7.3787,375,0.7253,33.6187
hypogonadism male,Axiron,2,2,214.3421,7.5243,7.5977,87,0.7471,35.8736
hypogonadism male,AndroGel,3,3,196.2388,7.4768,7.5513,78,0.7564,61.1795
hypogonadism male,Testim,4,8,180.0375,6.4886,6.4167,84,0.5714,22.2738
hypogonadism male,Fortesta,5,6,72.8906,6.9403,6.913,23,0.6957,30.3478
hypogonadism male,Androderm,6,5,67.3572,7.1222,7.2,20,0.7,30.95
hypogonadism male,Testopel,7,7,28.5185,6.6268,6.0,7,0.5714,17.7143
hypogonadism male,Depo-Testosterone,8,1,25.7483,7.7005,9.4,5,1.0,31.8
hypothyroidism after thyroid removal,Levothyroxine,1,8,167.9914,6.7965,6.7639,72,0.5972,43.8889
hypothyroidism after thyroid removal,Synthroid,2,6,110.1339,7.057,7.0769,39,0.641,61.1538
hypothyroidism after thyroid removal,Thyroid desiccated,3,4,82.5016,7.6086,7.9167,24,0.7917,60.9583
hypothyroidism after thyroid removal,Armour Thyroid,4,7,53.046,6.9596,6.9333,15,0.6667,56.4
hypothyroidism after thyroid removal,Liothyronine,5,1,41.0519,7.9004,9.1111,9,0.8889,86.2222
hypothyroidism after thyroid removal,Tirosint,6,3,36.606,7.6955,8.75,8,0.875,39.5
hypothyroidism after thyroid removal,Levoxyl,7,5,27.8812,7.2727,7.8333,6,0.6667,28.0
hypothyroidism after thyroid removal,Cytomel,8,2,25.7483,7.7005,9.4,5,1.0,123.4
ibromyalgia,Milnacipran,1,29,462.2334,6.7893,6.7806,278,0.6223,44.8129
ibromyalgia,Savella,2,31,454.5576,6.7681,6.7582,273,0.6227,45.4908
ibromyalgia,Pregabalin,3,33,434.108,6.5174,6.4963,270,0.5926,49.6333
ibromyalgia,Lyrica,4,34,409.8958,6.4807,6.4563,252,0.5794,52.9167
ibromyalgia,Duloxetine,5,36,337.5256,6.4682,6.4359,195,0.5949,38.0462
ibromyalgia,Cymbalta,6,35,323.6905,6.4791,6.4457,184,0.5924,40.0109
ibromyalgia,Gabapentin,7,27,272.0224,6.8305,6.8162,136,0.6765,60.8309
ibromyalgia,Tramadol,8,16,255.7518,7.2827,7.313,115,0.7304,44.0609
ibromyalgia,Guaifenesin,9,1,205.0672,8.2965,8.5139,72,0.8472,65.3056
ibromyalgia,Amitriptyline,10,32,172.8754,6.6507,6.5974,77,0.6364,41.3766
ibromyalgia,Cyclobenzaprine,11,6,112.0363,7.6231,7.8333,36,0.8333,36.5556
ibromyalgia,Venlafaxine,12,24,111.9219,7.0367,7.05,40,0.7,38.725
ibromyalgia,Mucinex,13,3,99.337,7.949,8.3448,29,0.8621,100.8276
ibromyalgia,Ultram,14,23,92.8531,7.0677,7.0968,31,0.7097,49.6774
ibromyalgia,Prednisone,15,10,91.568,7.5227,7.75,28,0.75,33.4286
indigestion,Omeprazole,1,2,46.1961,7.6482,8.3636,11,0.8182,25.4545
indigestion,Ranitidine,2,3,41.1299,7.3141,7.7,10,0.7,16.1
indigestion,Magnesium hydroxide,3,1,33.0486,7.6794,8.8571,7,0.8571,11.0
indigestion,Calcium carbonate,4,4,30.7835,7.1531,7.4286,7,0.7143,3.0
inflammatory bowel,Budesonide,1,1,49.6745,7.7045,8.4167,12,0.8333,36.1667
inflammatory bowel,Entocort EC,2,2,32.1426,7.4689,8.2857,7,0.8571,46.1429
inflammatory conditions,Methylprednisolone,1,3,258.4635,7.5073,7.5625,112,0.7589,39.3661
inflammatory conditions,Meloxicam,2,6,238.8844,6.8024,6.7826,115,0.6435,45.7217
inflammatory conditions,Prednisone,3,1,208.6941,7.6586,7.7561,82,0.7805,43.8293
inflammatory conditions,Mobic,4,5,86.8402,6.949,6.931,29,0.6897,76.3103
inflammatory conditions,Dexamethasone,5,7,81.1568,6.3312,6.0667,30,0.6333,12.9333
inflammatory conditions,Prednisolone,6,8,28.5194,5.9955,4.5,8,0.25,7.375
inflammatory conditions,Medrol Dosepak,7,2,25.5516,7.6417,9.2,5,1.0,61.6
inflammatory conditions,Depo-Medrol,8,4,24.1748,7.23,7.8,5,0.8,64.8
inflammatory conditions,Decadron,9,9,23.762,5.5215,3.0,7,0.2857,15.2857
influenza,Oseltamivir,1,1,412.8131,6.9221,6.9185,233,0.6609,9.7597
influenza,Tamiflu,2,2,403.4765,6.8992,6.8943,227,0.6608,10.0132
influenza prophylaxis,"Influenza virus vaccine, live, trivalent",1,3,29.3719,5.2231,3.1,10,0.2,4.8
influenza prophylaxis,FluMist,2,2,28.1852,5.4242,3.3333,9,0.2222,5.3333
influenza prophylaxis,Oseltamivir,3,1,23.8345,6.2172,4.6667,6,0.3333,4.8333
insomnia,Zolpidem,1,25,913.9243,7.329,7.3355,623,0.7047,21.7287
insomnia,Trazodone,2,39,725.7333,6.6936,6.6867,517,0.6364,50.2476
insomnia,Ambien,3,23,634.1403,7.3535,7.3648,381,0.7008,29.1942
insomnia,Quetiapine,4,7,486.3176,7.9016,7.9465,243,0.7984,37.9671
insomnia,Temazepam,5,38,405.8611,6.8275,6.819,232,0.6552,33.8233
insomnia,Eszopiclone,6,48,345.6291,6.2654,6.2238,210,0.5429,22.7952
insomnia,Mirtazapine,7,22,335.7283,7.3595,7.3865,163,0.7055,50.9571
insomnia,Lunesta,8,44,311.0161,6.5484,6.5174,172,0.5698,26.7209
insomnia,Doxepin,9,42,309.3595,6.5709,6.5412,170,0.6118,41.9176
insomnia,Amitriptyline,10,29,304.4275,7.1744,7.1892,148,0.6959,58.0676
insomnia,Melatonin,11,34,257.841,6.8971,6.888,125,0.656,31.144
insomnia,Suvorexant,12,54,257.0785,3.8278,3.6886,273,0.2821,24.0806
insomnia,Belsomra,13,55,249.8951,3.8047,3.6604,265,0.2792,24.7811
insomnia,Clonazepam,14,19,242.0401,7.4862,7.5437,103,0.7379,57.4078
insomnia,Doxylamine,15,37,219.8598,6.8501,6.8333,102,0.6569,31.3725
insomnia stimulant associated,Clonidine,1,1,87.9164,7.2227,7.3214,28,0.6071,31.6429
insulin resistance syndrome,Metformin,1,1,74.8849,7.6336,8.0,21,0.8095,69.7143
interstitial cystitis,Pentosan polysulfate sodium,1,3,164.9533,7.6515,7.7833,60,0.7667,34.75
interstitial cystitis,Elmiron,2,4,156.6098,7.5494,7.6667,57,0.7544,36.5439
interstitial cystitis,Amitriptyline,3,1,132.1095,8.3059,8.7,40,0.9,32.6
interstitial cystitis,Phenazopyridine,4,2,105.6854,8.0444,8.4516,31,0.871,23.129
interstitial cystitis,Elavil,5,5,35.4168,7.4455,8.125,8,0.875,48.0
interstitial cystitis,Pyridium,6,6,34.7032,7.2955,7.75,8,0.75,33.625
iron deficiency anemia,Ferrous sulfate,1,3,45.4347,6.6364,6.3077,13,0.4615,44.7692
iron deficiency anemia,Iron polysaccharide,2,1,25.5516,7.6417,9.2,5,1.0,7.8
iron deficiency anemia,Iron sucrose,3,2,24.1748,7.23,7.8,5,0.8,13.8
irritable bowel syndrome,Dicyclomine,1,14,304.803,7.7391,7.806,134,0.7761,41.8731
irritable bowel syndrome,Linaclotide,2,20,282.413,7.1706,7.1866,134,0.7164,31.8657
irritable bowel syndrome,Linzess,3,21,266.573,7.1307,7.144,125,0.712,34.056
irritable bowel syndrome,Eluxadoline,4,28,249.6548,6.6782,6.648,125,0.592,18.12
irritable bowel syndrome,Viberzi,5,27,248.3407,6.6832,6.6532,124,0.5968,18.2661
irritable bowel syndrome,Amitriptyline,6,7,176.1519,8.4914,8.807,57,0.9474,50.9298
irritable bowel syndrome,Bentyl,7,19,171.2659,7.3963,7.4697,66,0.7576,55.9697
irritable bowel syndrome,Hyoscyamine,8,12,162.146,8.0285,8.2545,55,0.8545,28.9818
irritable bowel syndrome,Chlordiazepoxide / clidinium,9,3,144.0778,8.5802,9.0233,43,0.907,44.186
irritable bowel syndrome,Librax,10,2,126.1209,8.5814,9.1111,36,0.9167,51.6944
irritable bowel syndrome,Cholestyramine,11,5,125.8147,8.5606,9.0833,36,0.9167,45.2778
irritable bowel syndrome,Amitiza,12,29,116.9146,6.6191,6.5217,46,0.6304,35.5652
irritable bowel syndrome,Lubiprostone,13,30,116.9146,6.6191,6.5217,46,0.6304,35.5652
irritable bowel syndrome,Rifaximin,14,31,108.9673,6.4893,6.3488,43,0.5814,43.1395
irritable bowel syndrome,Nortriptyline,15,9,104.8234,8.388,8.9655,29,0.931,27.6897
ischemic stroke prophylaxis,Aggrenox,1,1,47.0193,6.4965,6.0714,14,0.5714,34.0714
ischemic stroke prophylaxis,Aspirin / dipyridamole,2,2,47.0193,6.4965,6.0714,14,0.5714,34.0714
juvenile rheumatoid arthritis,Etanercept,1,2,41.6412,7.405,7.9,10,0.9,6.8
juvenile rheumatoid arthritis,Enbrel,2,1,38.5775,7.4242,8.0,9,0.8889,7.5556
keratoconjunctivitis sicca,Cyclosporine,1,2,91.5648,5.4529,5.0233,43,0.4186,24.4419
keratoconjunctivitis sicca,Restasis,2,1,87.8415,5.8553,5.4865,37,0.4595,28.3514
keratosis,Imiquimod,1,6,120.8744,7.1983,7.2558,43,0.7442,20.8372
keratosis,Fluorouracil,2,1,116.0081,8.0619,8.4286,35,0.8857,83.4857
keratosis,Zyclara,3,5,100.023,7.2646,7.3636,33,0.7879,23.6061
keratosis,Efudex,4,4,59.6883,7.461,7.8125,16,0.8125,101.875
keratosis,Carac,5,2,30.011,7.8283,9.5,6,1.0,112.3333
keratosis,Aldara,6,3,24.9616,7.4652,8.6,5,0.8,18.2
kidney infections,Ciprofloxacin,1,5,95.7647,5.6055,5.2273,44,0.4545,22.6818
kidney infections,Levofloxacin,2,3,52.1991,6.8485,6.7333,15,0.5333,19.8
kidney infections,Sulfamethoxazole / trimethoprim,3,7,51.9889,5.4972,4.6,20,0.35,9.15
kidney infections,Cephalexin,4,1,49.1372,7.6212,8.25,12,0.8333,28.4167
kidney infections,Levaquin,5,2,48.721,7.1164,7.2308,13,0.6154,22.6154
kidney infections,Cipro,6,6,40.3384,5.5734,4.3571,14,0.3571,32.7143
kidney infections,Bactrim,7,4,31.4019,6.0433,4.7778,9,0.3333,10.8889
labor pain,Butorphanol,1,2,48.6895,6.7273,6.5,14,0.5714,3.7143
labor pain,Stadol,2,1,47.6255,6.9564,6.9231,13,0.6154,4.0
left ventricular dysfunction,Carvedilol,1,1,37.3195,7.8455,9.125,8,1.0,31.75
left ventricular dysfunction,Coreg,2,2,29.1591,7.6061,8.8333,6,1.0,34.0
lennox gastaut syndrome,Clobazam,1,3,28.745,6.6794,6.1429,7,0.5714,10.7143
lennox gastaut syndrome,Banzel,2,1,26.3384,7.877,10.0,5,1.0,9.2
lennox gastaut syndrome,Rufinamide,3,2,26.3384,7.877,10.0,5,1.0,9.2
lennox gastaut syndrome,Onfi,4,4,24.8994,6.495,5.5,6,0.5,12.1667
light anesthesia,Midazolam,1,3,42.2598,5.2825,4.0,16,0.3125,10.375
light anesthesia,Versed,2,2,36.3976,5.3164,3.7692,13,0.3077,11.7692
light anesthesia,Lorazepam,3,1,26.1417,7.8182,9.8,5,1.0,12.0
light sedation,Midazolam,1,6,52.5162,6.2727,5.7647,17,0.5294,9.9412
light sedation,Versed,2,7,44.7923,6.1888,5.5,14,0.5,11.2857
light sedation,Promethazine,3,5,40.6812,6.7352,6.4545,11,0.6364,18.2727
light sedation,Diazepam,4,1,28.9461,7.5505,8.6667,6,0.8333,23.6667
light sedation,Phenergan,5,4,26.6033,6.9394,6.8333,6,0.6667,26.5
light sedation,Demerol,6,2,24.3715,7.2888,8.0,5,0.8,23.0
light sedation,Meperidine,7,3,24.3715,7.2888,8.0,5,0.8,23.0
lyme,Doxycycline,1,1,103.9376,7.7252,8.0,32,0.8125,30.3438
lyme,Ceftin,2,2,24.3715,7.2888,8.0,5,0.8,17.6
lyme,Cefuroxime,3,3,24.3715,7.2888,8.0,5,0.8,17.6
macular degeneration,Aflibercept,1,3,27.2422,7.1061,7.3333,6,0.8333,37.0
macular degeneration,Eylea,2,4,27.2422,7.1061,7.3333,6,0.8333,37.0
macular degeneration,Lucentis,3,1,23.7814,7.1123,7.4,5,0.8,26.0
macular degeneration,Ranibizumab,4,2,23.7814,7.1123,7.4,5,0.8,26.0
major depressive disorde,Vortioxetine,1,23,376.7604,6.5509,6.527,222,0.5991,29.1937
major depressive disorde,Trintellix,2,26,316.3295,6.437,6.4,180,0.5722,34.1667
major depressive disorde,Bupropion,3,6,295.9373,7.1942,7.2113,142,0.6901,36.8944
major depressive disorde,Venlafaxine,4,15,224.0469,6.9296,6.9223,103,0.6796,17.9612
major depressive disorde,Sertraline,5,2,193.3225,7.3657,7.4231,78,0.7564,22.2949
